sw,op,arch,func,file_name,response
openssl-101f,O0,arm,gost_cipher_do_cnt,./data/decomp/openssl-101f_arm_gcc_O0_extraction/gost_cipher_do_cnt@0011b4ac.c,"The function implements the GOST cipher in CNT mode and takes four parameters: an integer, two pointers to unsigned integers, and a pointer to a byte array. It checks if the pointer to the byte array is null and sets a pointer to a default value if it is. If not, it checks if the pointer is within a certain range and sets a flag accordingly. It then XORs each byte of the byte array with a value from a specific location in memory and stores the result in the first unsigned integer array. If the end of the byte array is reached, the function updates a pointer to the next byte to be processed and returns 1. If the pointer to the byte array is not null and the loop in the previous step did not process the entire byte array, the function enters a second loop. This loop uses the GOST CNT mode to encrypt the remaining bytes in the byte array and store the result in the first unsigned integer array.

The function takes in four parameters: param_1, param_2, param_3, and param_4. Param_1 is a pointer to an array of bytes, param_2 is a pointer to another array of bytes, param_3 is a pointer to a third array of bytes, and param_4 is an integer. The function initializes some variables, including uVar10, which is set to 1. It enters a loop that will iterate through the bytes in the array pointed to by param_1. For each byte in the array, the function calculates the value of iVar1, which is equal to the current byte index plus 1. It then XORs the byte in the param_1 array at index (2 + iVar1) with the byte in the param_3 array at index iVar1. If the result of this XOR operation plus..."
openssl-101f,O0,arm,gost_cipher_init,./data/decomp/openssl-101f_arm_gcc_O0_extraction/gost_cipher_init@0011c020.c,"The `gost_cipher_init` function initializes a GOST cipher context by setting the cipher parameters, including the GOST cipher algorithm, mode, and parameters, and calling `gost_init` with these parameters. It takes in three parameters: `param_1`, a pointer to the `EVP_CIPHER_CTX` structure; `param_2`, the key length in bytes; and `param_3`, the initialization vector. The function also checks if the `app_data` field of the `EVP_CIPHER_CTX` structure is null and retrieves the GOST engine parameters to set the cipher parameters accordingly. If the engine parameters cannot be retrieved, the function sets the cipher parameters to default values. If a key is provided, the function sets the key by calling `gost_key`."
openssl-101f,O0,arm,GOST_CIPHER_PARAMS_new,./data/decomp/openssl-101f_arm_gcc_O0_extraction/GOST_CIPHER_PARAMS_new@0011b224.c,The function creates a new instance of the GOST_CIPHER_PARAMS structure using the ASN1_item_new function. It uses the PTR_GOST_CIPHER_PARAMS_it_0011b22c ASN1 item and does not take any parameters or return anything.
openssl-101f,O0,arm,gost_imit_final,./data/decomp/openssl-101f_arm_gcc_O0_extraction/gost_imit_final@0011be3c.c,"The `gost_imit_final` function is used to finalize the MAC calculation for a given message in the GOST cryptography algorithm implementation. It takes two parameters, a pointer to a GOST context structure and a pointer to a buffer where the calculated MAC will be stored. The function retrieves variables from the GOST context structure, including the state of the algorithm and the MAC length. If the MAC length is zero, an error is thrown. If not, the function pads the message with zeros if it is less than 8 bytes long."
openssl-101f,O0,arm,gost_imit_init_cpa,./data/decomp/openssl-101f_arm_gcc_O0_extraction/gost_imit_init_cpa@0011b788.c,"The function initializes the GOST 28147-89 encryption algorithm with the CryptoPro parameter set A. It takes four parameters but only uses the first one, which is a pointer to a structure containing the encryption context. The function clears the S-boxes used by the algorithm, sets some fields to 0 or 1, and sets the key schedule and initialization vector using the gost_init() function with the specified parameter set. It returns 1 to indicate success."
openssl-101f,O0,arm,GOST_KEY_PARAMS_new,./data/decomp/openssl-101f_arm_gcc_O0_extraction/GOST_KEY_PARAMS_new@0011b1f4.c,The function creates a new instance of the GOST_KEY_PARAMS data structure using the ASN1_item_new function with a pointer to the ASN1_ITEM structure for the GOST_KEY_PARAMS type. It does not return any value.
openssl-101f,O0,arm,GOST_KEY_TRANSPORT_free,./data/decomp/openssl-101f_arm_gcc_O0_extraction/GOST_KEY_TRANSPORT_free@0011b170.c,The function frees memory allocated to an ASN1_VALUE structure of the GOST_KEY_TRANSPORT_it type using the ASN1_item_free() function and returns.
openssl-101f,O0,arm,gost_param_free,./data/decomp/openssl-101f_arm_gcc_O0_extraction/gost_param_free@0011c17c.c,"The ""gost_param_free"" function checks if the global variable ""gost_params"" is not null and frees the allocated memory using ""CRYPTO_free"" function. It then sets ""gost_params"" to null and returns nothing. This function is used to free memory allocated to GOST parameters in the program."
openssl-101f,O0,arm,hash_step,./data/decomp/openssl-101f_arm_gcc_O0_extraction/hash_step@0011c248.c,"The first function, `hash_step`, takes in three parameters: an integer `param_1`, and two pointers to unsigned integers `param_2` and `param_3`. It initializes local variables, checks if the input pointers are aligned, performs XOR operations on arrays, and calls the `gost_enc_with_key` function with several parameters. It is likely part of a larger encryption or decryption algorithm, possibly using the GOST block cipher.

The second function takes in four parameters: a pointer to a 256-bit key, a pointer to a 64-byte input buffer, a pointer to a 64-byte output buffer, and a pointer to a 32-bit integer. It initializes local variables, performs some bitwise operations on them, calls the ""gost_enc_with_key"" function with several arguments, performs XOR operations on local variables and the output of the ""gost_enc_with_key"" function, XORs the result with the input buffer, and stores the result in the output buffer. It also checks for a specific value pointed to by the fourth parameter and returns an error if it does not match."
openssl-101f,O0,arm,hwcrhk_init,./data/decomp/openssl-101f_arm_gcc_O0_extraction/hwcrhk_init@000f3898.c,"1. Checks if hwcrhk_dso global variable is null and loads HWCryptoHook library using DSO_load function if it is.
2. Binds required functions using DSO_bind_func function if library is loaded successfully.
3. Sets HWCRHK_lib_error_code variable and puts an error using ERR_put_error function if any required functions are not found.
4. Sets function pointers to corresponding functions if all required functions are found.
5. Sets dynlock callbacks using CRYPTO_get_dynlock_create_callback, CRYPTO_get_dynlock_lock_callback, and CRYPTO_get_dynlock_destroy_callback functions if disable_mutex_callbacks is false.
6. Gets RSA key handle index using RSA_get_ex_new_index function.
7. Sets hndidx_rsa variable to RSA key handle index if context is not null.
8. No information provided."
openssl-101f,O0,arm,i2d_GOST_KEY_AGREEMENT_INFO,./data/decomp/openssl-101f_arm_gcc_O0_extraction/i2d_GOST_KEY_AGREEMENT_INFO@0011b1b8.c,The i2d_GOST_KEY_AGREEMENT_INFO function encodes an ASN1_VALUE struct using the ASN1_item_i2d function and stores the resulting DER-encoded uchar array in a memory location pointed to by a double pointer to an unsigned character array. The function returns without any value.
openssl-101f,O0,arm,i2d_GOST_KEY_TRANSPORT,./data/decomp/openssl-101f_arm_gcc_O0_extraction/i2d_GOST_KEY_TRANSPORT@0011b158.c,"The function i2d_GOST_KEY_TRANSPORT takes two parameters, param_1 and param_2. Param_1 is a pointer to an ASN1_VALUE structure, and param_2 is a pointer to a pointer to an unsigned char (uchar). The function calls the ASN1_item_i2d function with the parameters param_1, param_2, and the GOST_KEY_TRANSPORT_it ASN1_ITEM structure. The ASN1_item_i2d function converts the ASN1_VALUE structure pointed to by param_1 into a DER-encoded byte stream and stores it in the memory pointed to by param_2. Finally, the function returns without any value."
openssl-101f,O0,arm,mul_1x1_ialu,./data/decomp/openssl-101f_arm_gcc_O0_extraction/mul_1x1_ialu@001225e0.c,"The function ""mul_1x1_ialu"" does not perform any operations and simply returns."
openssl-101f,O0,arm,param_copy_gost94,./data/decomp/openssl-101f_arm_gcc_O0_extraction/param_copy_gost94@0011a1e4.c,"The function takes in two EVP_PKEY pointers as parameters, param_1 and param_2. It gets the DSA key from param_1 and the parameter values from param_2 using EVP_PKEY_get0(). It checks if the base IDs of the two parameters match, and if not, it returns an error. If the base IDs match, the function copies the parameter values from param_2 to param_1. If the DSA key in param_1 is null, it creates a new one and assigns it to param_1. It then frees any existing parameter values in the DSA key and duplicates the parameter values from param_2 to the corresponding fields in the DSA key. Finally, if the private key component of the DSA key is not zero, it computes the public key using the gost94_compute_public() function and returns 1. Otherwise, it simply returns 1. If the parameter values in param_2 are null, it does not perform any action."
openssl-101f,O0,arm,param_print_gost01,./data/decomp/openssl-101f_arm_gcc_O0_extraction/param_print_gost01@0011ad54.c,"The function takes in a BIO object, an EVP_PKEY object, and an integer as parameters and returns an integer value. It extracts an EC_KEY object from the EVP_PKEY object and gets the EC_GROUP object associated with it. It then gets the curve name of the EC_GROUP object and stores it in an integer variable. The function indents the output using the BIO_indent function and prints the long name of the curve to the BIO object using the BIO_printf function. It returns 1 if the indentation is successful, otherwise it returns 0."
openssl-101f,O0,arm,param_print_gost94,./data/decomp/openssl-101f_arm_gcc_O0_extraction/param_print_gost94@0011ace0.c,"The function takes a BIO object, an EVP_PKEY object, and an integer as input. It obtains the BIGNUM value from the EVP_PKEY object using EVP_PKEY_get0() and initializes an array of BIGNUM pointers. The function then loops through an array of integers representing the GOST R 34.10 parameter sets, converts each value to a BIGNUM using BN_dec2bn(), and compares it with the BIGNUM value obtained from the EVP_PKEY object using BN_cmp(). If the values match, it sets the integer variable iVar4 to the corresponding NID of the parameter set and jumps to a label called LAB_0011ad2e. If the values don't match, it moves on to the next value in the array. At LAB_0011ad2e, the function..."
